year	mon	day	time	lat	lon	dep	mag
2002	6	1	0:44:30	47.563	-70.281	9.3	1.3
2007	2	17	13:47:44	47.581	-70.295	9.7	1.3
2007	2	13	3:56:22	47.477	-70.089	11.6	1.3
2016	1	26	8:50:55	47.453	-70.419	5.6	1.3
2006	2	21	11:13:02	47.785	-70.113	24.3	1.3
2002	10	29	5:28:21	47.685	-70.063	11.3	1.3
2016	2	2	21:37:24	47.551	-70.184	19.6	1.3
2006	3	8	3:15:47	47.6	-69.894	13.6	1.3
2002	9	27	5:42:20	47.456	-70.07	15.4	1.3
2006	7	13	11:11:20	47.389	-70.129	15.6	1.3
2006	10	9	15:39:18	47.545	-70.189	19.9	1.3
2006	11	10	12:56:22	47.446	-70.152	12	1.3
2016	1	16	11:38:59	47.597	-70.2	13.4	1.3
2009	3	22	13:41:12	47.648	-69.902	10.1	1.3
2006	2	8	22:12:05	47.533	-70.263	9.1	1.3
2002	7	19	11:29:04	47.83	-69.939	17.7	1.3
2007	1	22	3:06:19	47.507	-70.025	12	1.3
2007	1	4	2:28:37	47.425	-70.428	6.7	1.3
2007	1	12	4:54:01	47.426	-70.148	8.9	1.3
2006	2	18	0:04:00	47.699	-70.082	4.9	1.3
2007	1	13	23:40:35	47.514	-69.953	8.6	1.3
2005	10	27	6:54:50	47.583	-70.215	6	1.3
2002	4	16	18:29:00	47.49	-69.962	8.1	1.3
2015	7	1	11:13:34	47.477	-70.085	10.7	1.3
2008	10	15	0:15:45	47.475	-69.951	15.3	1.3
2005	9	13	15:36:38	47.592	-70.15	16.3	1.3
2008	5	7	19:28:19	47.389	-70.436	5.2	1.3
2008	5	28	5:50:34	47.571	-70.199	14.3	1.3
2003	1	2	1:40:43	47.46	-70.416	12.6	1.3
2005	5	20	4:26:27	47.504	-70.239	17	1.3
2005	5	19	8:38:47	47.529	-70.202	13.6	1.3
2005	5	1	16:05:18	47.427	-70.332	10.9	1.3
2009	1	21	11:17:24	47.546	-70.325	10.1	1.3
2009	2	24	18:16:20	47.412	-70.503	6.7	1.3
2009	1	17	3:38:53	47.406	-70.348	8.6	1.3
2005	5	4	13:36:41	47.35	-70.103	17	1.3
2009	1	4	4:47:45	47.697	-70.195	13.4	1.3
2009	1	4	13:09:20	47.404	-70.415	7	1.3
2003	1	3	21:13:22	47.52	-70.105	11.3	1.3
2005	5	20	18:23:32	47.745	-69.729	14.3	1.3
2008	4	29	6:16:34	47.567	-69.972	11.2	1.3
2005	8	26	15:25:34	47.437	-70.117	9.7	1.3
2005	8	11	8:07:53	47.392	-70.268	12.8	1.3
2002	5	15	12:51:25	47.692	-70.081	10.5	1.3
2007	10	16	16:58:54	47.486	-69.991	10.8	1.3
2005	9	3	15:34:53	47.823	-70.025	19.2	1.3
2002	5	20	18:57:40	47.61	-70.285	17.1	1.3
2017	4	17	23:36:47	47.404	-70.272	12.7	1.3
2008	2	18	8:26:30	47.473	-70.289	19.6	1.3
2015	8	21	3:58:13	47.466	-70.399	5	1.3
2008	4	4	3:37:19	47.638	-70.201	12.3	1.3
2005	8	1	7:06:16	47.406	-70.012	11.9	1.3
2008	3	19	5:10:21	47.769	-69.853	20.5	1.3
2008	2	16	15:14:37	47.456	-70.412	15.3	1.3
2001	4	14	7:55:09	47.412	-70.127	18.2	1.2
2000	11	30	20:54:00	47.688	-70.084	5.4	1.2
2003	2	28	6:51:13	47.422	-70.314	9.6	1.2
2000	12	5	6:40:30	47.429	-70.311	11.7	1.2
2002	10	30	2:11:09	47.529	-70.3	9.1	1.2
2003	1	30	4:40:25	47.265	-70.475	8.5	1.2
2017	1	2	12:21:27	47.47	-70.4	8.6	1.2
2017	10	30	7:24:56	47.61	-70.202	4.8	1.2
2000	12	12	2:38:43	47.535	-70.166	15.1	1.2
2002	11	21	10:44:33	47.454	-70.302	9.9	1.2
2003	8	29	3:27:45	47.734	-70.106	10.5	1.2
2002	10	31	21:53:36	47.328	-70.501	10.1	1.2
2001	6	23	15:17:14	47.5	-70.024	16.5	1.2
2002	10	18	4:30:07	47.416	-70.365	8.3	1.2
2001	11	11	14:46:08	47.86	-69.921	25.1	1.2
2001	11	23	10:41:08	47.586	-70.168	10.3	1.2
2017	5	3	12:07:57	47.54	-70.339	18	1.2
2017	7	11	9:34:03	47.616	-70.133	10.1	1.2
2001	10	24	13:09:51	47.503	-70.374	1.9	1.2
2002	5	26	20:33:00	47.561	-70.158	22.6	1.2
2002	5	21	2:36:35	47.43	-70.442	4.4	1.2
2001	10	20	5:32:43	47.517	-70.064	5.8	1.2
2002	4	24	22:58:32	47.53	-70.344	6.3	1.2
2017	5	23	7:33:08	47.815	-69.966	17.3	1.2
2002	2	23	18:46:30	47.478	-70.18	8.4	1.2
2016	12	8	6:14:13	47.725	-69.918	19.5	1.2
2002	2	17	4:44:41	47.495	-70.064	15.8	1.2
2002	2	16	21:49:55	47.818	-69.794	22.7	1.2
2002	4	17	2:01:14	47.566	-70.064	12.6	1.2
2002	1	30	4:53:04	47.534	-70.128	16.9	1.2
2016	12	2	13:18:05	47.688	-70.056	11.3	1.2
2017	6	10	22:58:13	47.631	-70.183	12.9	1.2
2001	9	21	5:20:58	47.412	-70.299	13.2	1.2
2001	9	10	19:51:50	47.743	-69.766	5.4	1.2
2003	3	27	16:39:02	47.373	-70.326	12.1	1.2
2017	4	3	5:46:10	47.442	-70.072	15.9	1.2
2003	8	7	6:48:57	47.713	-69.895	24.2	1.2
2003	8	10	1:40:56	47.458	-70.052	15.1	1.2
2001	5	16	6:59:34	47.686	-70.082	12.1	1.2
2002	9	8	12:54:26	47.703	-70.09	13.3	1.2
2017	3	30	22:45:26	47.416	-70.123	9.6	1.2
2003	8	18	22:08:50	47.519	-70.29	14.4	1.2
2017	10	1	18:50:15	47.476	-69.969	10.4	1.2
2017	9	29	5:06:30	47.532	-70.111	20.3	1.2
2002	6	11	2:51:56	47.484	-70.362	8.4	1.2
2001	8	26	16:41:26	47.499	-70.066	10.4	1.2
2001	9	9	10:41:16	47.402	-70.38	7.8	1.2
2002	6	30	15:27:26	47.437	-70.401	7.5	1.2
2002	7	1	9:12:45	47.559	-70.24	6.5	1.2
2001	6	10	18:23:52	47.428	-70.295	12.7	1.2
2003	8	2	5:51:15	47.664	-69.885	10	1.2
2001	6	24	13:32:19	47.804	-69.818	21.7	1.2
2002	7	15	6:46:39	47.613	-69.886	14.6	1.2
2007	1	8	22:19:35	47.573	-70.32	9.4	1.2
2005	5	23	4:28:22	47.496	-70.408	5.9	1.2
2009	10	11	3:07:16	47.671	-69.99	21.4	1.2
2006	5	7	15:09:28	47.422	-70.294	14.2	1.2
2009	9	30	16:04:17	47.503	-70.426	7.6	1.2
2009	10	26	9:48:59	47.816	-69.981	18	1.2
2006	4	4	12:22:35	47.4	-70.251	15.6	1.2
2014	5	4	4:27:18	47.443	-70.114	21.1	1.2
2011	11	13	4:57:44	47.379	-70.132	14.6	1.2
2016	3	25	20:37:07	47.26	-70.254	18	1.2
2006	5	31	6:46:20	47.45	-70.399	12.2	1.2
2012	1	16	6:16:33	47.597	-70.071	21.6	1.2
2012	1	29	3:57:26	47.729	-70.105	10.6	1.2
2006	10	22	16:46:40	47.61	-69.915	12.1	1.2
2006	8	23	9:00:46	47.396	-70.403	5.6	1.2
2006	8	23	6:37:03	47.503	-70.023	15.4	1.2
2011	11	27	19:44:13	47.418	-70.167	10.1	1.2
2009	9	26	14:18:21	47.546	-70.007	14.2	1.2
2006	7	1	21:07:20	47.309	-70.311	8.7	1.2
2006	8	14	9:01:46	47.625	-69.906	11.9	1.2
2006	2	19	4:34:03	47.589	-70.217	15.9	1.2
2009	12	3	7:30:05	47.398	-70.359	10	1.2
2005	9	17	21:33:08	47.507	-70.081	15.5	1.2
2013	11	25	14:24:58	47.383	-70.174	13.2	1.2
2005	9	29	11:20:46	47.441	-70.344	12.8	1.2
2013	3	24	8:23:52	47.786	-69.798	20.6	1.2
2005	9	2	12:10:55	47.555	-69.957	11.7	1.2
2005	6	24	23:08:50	47.564	-70.014	13.8	1.2
2005	8	4	2:24:52	47.359	-70.29	9.2	1.2
2016	5	9	6:32:14	47.604	-70.221	5.5	1.2
2015	2	21	10:48:42	47.427	-70.442	6.3	1.2
2005	10	2	5:10:08	47.444	-70.059	8.9	1.2
2006	1	14	2:04:39	47.526	-70.186	17.2	1.2
2006	1	23	11:36:17	47.434	-70.01	11.4	1.2
2006	1	30	9:22:39	47.557	-70.265	12.4	1.2
2009	12	14	19:42:53	47.423	-70.424	6.4	1.2
2005	11	2	22:05:42	47.67	-70.156	6.7	1.2
2009	12	21	17:32:13	47.58	-70.042	9.8	1.2
2005	10	18	4:35:09	47.754	-69.945	21.7	1.2
2005	10	18	21:30:40	47.385	-70.083	14.4	1.2
2005	10	19	7:44:11	47.642	-70.182	14.8	1.2
2009	8	5	4:20:45	47.601	-70.404	16.2	1.2
2012	2	3	13:34:34	47.461	-70.395	10	1.2
2007	9	8	18:55:20	47.508	-70.308	13.3	1.2
2008	12	17	10:51:52	47.409	-70.277	14.9	1.2
2015	5	16	11:17:58	47.397	-70.289	11.6	1.2
2008	12	25	9:02:01	47.688	-70.11	10.6	1.2
2012	9	14	0:12:59	47.451	-70.394	6.2	1.2
2009	3	3	7:47:03	47.308	-70.27	14	1.2
2007	5	19	23:49:34	47.732	-70.19	3.7	1.2
2007	6	1	10:19:35	47.601	-69.956	15	1.2
2008	10	13	22:19:21	47.659	-70.141	5.1	1.2
2012	6	26	21:17:44	47.606	-70.17	12.1	1.2
2008	1	22	5:22:21	47.757	-69.722	14	1.2
2008	2	16	17:05:41	47.586	-70.153	19.1	1.2
2008	4	17	2:35:41	47.619	-69.836	11.3	1.2
2012	8	9	3:10:45	47.461	-70.365	6.5	1.2
2008	9	27	20:59:08	47.421	-70.439	4.9	1.2
2008	8	7	3:49:26	47.441	-70.351	12.7	1.2
2014	3	7	4:05:40	47.364	-70.214	8.7	1.2
2007	12	10	0:07:07	47.544	-70.3	11.6	1.2
2007	5	10	20:57:43	47.597	-69.971	9.8	1.2
2007	5	4	23:03:48	47.581	-70.204	3.3	1.2
2007	1	8	9:44:10	47.47	-70.112	7.9	1.2
2007	1	23	6:56:01	47.525	-70.372	5.7	1.2
2007	1	30	5:04:13	47.585	-70.224	6.9	1.2
2009	7	19	13:06:04	47.546	-70.267	6.7	1.2
2012	2	13	18:02:55	47.603	-69.992	10.1	1.2
2014	1	12	23:06:52	47.48	-70.268	13.1	1.2
2006	12	2	1:20:40	47.811	-69.947	19.9	1.2
2014	1	14	21:51:19	47.521	-70.03	13.3	1.2
2007	1	31	15:17:23	47.609	-69.87	9.9	1.2
2007	2	17	12:55:19	47.259	-70.277	24.9	1.2
2009	4	29	5:25:56	47.703	-70.081	10.5	1.2
2009	4	27	7:08:30	47.456	-70.031	8.9	1.2
2007	4	29	14:56:44	47.386	-70.131	16.1	1.2
2009	5	16	20:58:49	47.628	-70.242	7.1	1.2
2009	6	17	1:54:57	47.744	-69.727	13.1	1.2
2015	12	19	8:30:55	47.423	-70.134	14.6	1.2
2012	10	31	21:12:43	47.609	-70.168	12.1	1.2
2012	9	23	7:37:30	47.539	-70.003	8	1.2
2009	6	28	17:02:39	47.732	-69.916	22.6	1.2
2013	11	28	9:07:45	47.641	-70.237	14.7	1.2
2016	7	27	7:15:30	47.285	-70.418	9.2	1.2
2011	2	11	8:58:10	47.535	-70.406	9.8	1.2
2014	11	11	5:04:44	47.405	-70.373	14.5	1.2
2013	11	4	1:32:27	47.636	-69.9	11.6	1.2
2004	7	4	19:04:35	47.416	-70.224	22.7	1.2
2011	1	1	4:42:52	47.42	-70.187	8.5	1.2
2004	1	12	2:11:39	47.512	-69.955	13.1	1.2
2010	7	24	22:04:36	47.528	-70.384	6.8	1.2
2004	11	11	13:09:39	47.381	-70.143	19.6	1.2
2013	6	1	1:27:05	47.49	-70.305	13.1	1.2
2011	8	8	18:45:51	47.703	-70.205	6.5	1.2
2014	12	2	14:04:12	47.451	-70.406	5.1	1.2
2013	5	31	20:45:44	47.459	-70.172	12	1.2
2016	7	31	14:36:39	47.538	-70.256	11.4	1.2
2010	11	30	16:22:22	47.723	-69.945	24.6	1.2
2013	5	25	7:48:05	47.656	-70.082	6.2	1.2
2004	2	18	21:13:19	47.497	-70.397	8.4	1.2
2013	5	24	6:50:12	47.72	-69.946	24.2	1.2
2004	3	1	16:36:44	47.391	-70.431	11.4	1.2
2004	3	7	11:14:12	47.514	-70.089	13.4	1.2
2004	3	9	1:01:07	47.59	-70.308	22.8	1.2
2010	11	29	5:48:18	47.417	-70.313	10.3	1.2
2016	8	3	9:40:11	47.488	-70.135	20	1.2
2010	2	11	14:26:38	47.488	-70.101	13.8	1.2
2016	8	15	21:09:47	47.638	-70.135	10.4	1.2
2004	4	2	11:38:49	47.196	-70.375	14.1	1.2
2013	5	25	8:40:01	47.515	-70.076	8.3	1.2
2010	11	25	9:05:45	47.504	-70.202	17.2	1.2
2004	9	15	15:49:25	47.674	-69.907	7.6	1.2
2013	7	28	7:36:53	47.434	-70.389	8	1.2
2005	2	2	23:36:05	47.651	-70.153	12.9	1.2
2013	8	16	10:34:22	47.689	-69.882	11	1.2
2004	11	17	8:47:40	47.395	-70.313	12.2	1.2
2005	1	22	15:17:35	47.815	-69.792	20.3	1.2
2013	4	7	13:29:22	47.367	-70.226	6.4	1.2
2003	12	5	22:31:40	47.735	-70.074	10	1.2
2015	1	30	1:29:08	47.423	-70.456	4	1.2
2014	6	22	20:17:57	47.469	-70.096	9.2	1.2
2005	5	2	2:55:34	47.753	-69.757	21.8	1.2
2016	10	19	0:50:55	47.444	-70.483	18	1.2
2003	11	17	7:30:21	47.653	-70.204	14.7	1.2
2005	4	17	12:09:46	47.521	-70.424	2.4	1.2
2010	3	6	23:20:57	47.685	-69.793	13.6	1.2
2013	3	29	12:38:51	47.549	-70.095	20.7	1.2
2013	9	5	9:07:23	47.485	-69.967	9.4	1.2
2005	1	24	22:28:51	47.427	-70.123	7.8	1.2
2011	2	18	14:34:30	47.515	-70.425	12.5	1.2
2010	4	17	21:15:22	47.509	-70.05	12.4	1.2
2004	12	16	4:11:18	47.356	-70.481	12.7	1.2
2010	4	1	22:32:40	47.586	-70.193	11	1.2
2013	11	16	11:02:51	47.63	-70.135	13.2	1.2
2010	5	8	2:05:57	47.513	-70.016	9	1.2
2004	12	18	6:59:35	47.486	-70.02	9.2	1.2
2002	4	18	9:56:58	47.553	-70.386	8.7	1.1
2008	5	2	0:21:29	47.428	-70.395	6.4	1.1
2010	12	17	7:48:32	47.549	-70.303	7.7	1.1
2011	2	15	17:20:54	47.422	-70.463	3.6	1.1
2014	7	15	23:29:12	47.556	-70.223	11.4	1.1
2011	2	22	20:35:57	47.636	-69.898	12.1	1.1
2014	7	9	19:54:42	47.432	-70.335	7.4	1.1
2008	4	11	7:28:33	47.502	-70.296	12.8	1.1
2011	5	10	0:42:07	47.595	-69.942	13.6	1.1
2009	5	27	8:27:00	47.365	-70.204	9.8	1.1
2000	11	15	8:03:58	47.549	-70.367	5.4	1.1
2015	5	14	21:58:09	47.457	-70.116	12.1	1.1
2011	2	9	14:07:19	47.513	-70.227	12.4	1.1
2002	3	16	6:13:00	47.584	-70.012	6.3	1.1
2009	1	28	4:31:09	47.491	-70.284	13.9	1.1
2012	4	14	6:46:45	47.494	-69.955	10.4	1.1
2014	3	16	5:47:22	47.386	-70.25	12.1	1.1
2009	2	9	7:16:52	47.534	-70.382	8.6	1.1
2003	9	23	7:39:59	47.548	-70.223	13.8	1.1
2009	3	22	18:04:52	47.684	-69.76	10.8	1.1
2002	3	9	19:45:21	47.783	-70.078	10.7	1.1
2002	4	11	21:05:38	47.492	-69.925	16.6	1.1
2010	12	30	21:11:56	47.491	-70.264	13.2	1.1
2009	7	30	2:54:57	47.804	-69.786	25.5	1.1
2002	2	18	4:12:38	47.567	-70.303	5.5	1.1
2001	12	22	19:06:56	47.414	-70.408	5.7	1.1
2017	9	26	3:01:09	47.532	-70.114	20.3	1.1
2001	12	19	4:24:01	47.537	-70.165	18.8	1.1
2017	7	2	6:37:29	47.469	-70.109	12.1	1.1
2010	3	19	1:40:32	47.424	-70.388	6.3	1.1
2017	9	12	23:04:57	47.41	-70.284	15.3	1.1
2015	3	2	17:37:44	47.537	-70.378	2.9	1.1
2014	2	10	4:27:15	47.389	-70.125	15.6	1.1
2011	9	4	17:59:17	47.595	-70.261	6.5	1.1
2010	2	10	21:30:58	47.554	-70.308	7	1.1
2010	2	11	22:01:46	47.508	-69.943	9.4	1.1
2001	11	19	2:08:08	47.378	-70.506	5.9	1.1
2010	2	1	10:16:23	47.431	-70.41	6.3	1.1
2011	10	5	10:07:54	47.462	-70.028	8.4	1.1
2010	3	3	13:28:14	47.466	-69.939	15.4	1.1
2001	11	18	15:57:48	47.425	-70.402	13.9	1.1
2014	5	5	13:15:30	47.475	-70.493	4.8	1.1
2009	9	13	14:52:37	47.416	-70.438	10	1.1
2011	6	21	15:01:47	47.669	-70.179	8.2	1.1
2010	10	3	19:57:33	47.3	-70.39	15.2	1.1
2014	11	1	11:57:48	47.398	-70.317	12	1.1
2001	5	26	10:19:57	47.549	-70.025	13.6	1.1
2012	2	22	16:17:17	47.799	-69.839	22.1	1.1
2001	9	7	23:42:08	47.529	-70.201	16	1.1
2012	3	23	9:14:25	47.546	-70.376	9	1.1
2009	7	1	16:06:03	47.429	-70.351	8	1.1
2011	7	28	6:08:52	47.392	-70.41	7.2	1.1
2002	2	6	23:39:49	47.56	-70.277	9.1	1.1
2011	8	5	14:24:50	47.367	-70.065	21.2	1.1
2002	1	23	17:40:10	47.501	-70.391	3.5	1.1
2002	1	23	4:51:47	47.517	-70.357	4.2	1.1
2002	1	26	6:25:35	47.526	-70.179	15.2	1.1
2009	9	7	8:24:29	47.63	-70.157	13.3	1.1
2010	9	13	3:08:27	47.417	-70.239	16.8	1.1
2009	8	29	1:54:24	47.443	-70.39	7	1.1
2001	9	30	21:00:39	47.569	-69.989	8.9	1.1
2002	1	30	21:10:34	47.703	-70.026	15.1	1.1
2007	4	25	18:58:54	47.548	-70.373	15.9	1.1
2002	10	13	0:15:20	47.428	-70.441	4.5	1.1
2005	4	25	20:58:16	47.414	-70.443	5.2	1.1
2016	6	7	4:34:54	47.402	-70.147	14.9	1.1
2001	1	14	17:56:02	47.403	-70.368	7.4	1.1
2013	3	28	23:46:14	47.379	-70.25	10.6	1.1
2005	8	1	4:06:59	47.614	-70.179	9.9	1.1
2016	6	11	3:56:13	47.669	-69.824	23.6	1.1
2005	3	6	13:11:44	47.747	-69.727	14.8	1.1
2001	1	3	7:30:03	47.668	-70.276	8.3	1.1
2004	12	8	18:00:13	47.69	-70.186	6.9	1.1
2005	1	20	16:14:13	47.488	-70.381	8.2	1.1
2003	1	26	1:11:36	47.363	-70.461	4.7	1.1
2016	7	2	5:22:34	47.676	-70.134	6.3	1.1
2013	3	26	23:37:28	47.419	-70.324	13.2	1.1
2017	1	21	11:35:45	47.438	-70.133	22.4	1.1
2006	2	19	5:35:43	47.641	-70.12	8.8	1.1
2001	2	13	19:25:18	47.428	-70.454	2.6	1.1
2017	11	9	10:33:36	47.474	-70.384	5.1	1.1
2006	5	7	2:07:21	47.553	-70.257	13.6	1.1
2001	2	16	15:46:17	47.41	-70.369	8.8	1.1
2013	12	2	13:42:58	47.481	-69.974	12.6	1.1
2001	2	3	13:00:58	47.803	-69.805	20.3	1.1
2005	9	29	12:23:25	47.553	-69.953	11.4	1.1
2013	3	14	1:24:17	47.414	-70.394	7.1	1.1
2005	10	2	23:22:13	47.661	-70.192	16.4	1.1
2005	12	25	7:27:26	47.496	-70.22	11.3	1.1
2005	11	26	13:58:46	47.742	-69.726	13.2	1.1
2004	11	12	20:05:03	47.323	-70.205	23	1.1
2003	4	13	14:08:09	47.406	-70.323	12.5	1.1
2013	5	26	14:04:45	47.398	-70.126	16.5	1.1
2016	9	9	20:15:12	47.443	-70.256	16.3	1.1
2004	2	22	18:00:36	47.492	-70.131	6.4	1.1
2004	3	22	7:28:03	47.352	-70.139	12.1	1.1
2003	7	22	9:29:17	47.467	-70.472	14.1	1.1
2003	8	14	1:25:55	47.417	-70.24	20.5	1.1
2004	1	18	5:17:03	47.695	-69.976	23	1.1
2003	9	8	23:10:11	47.464	-70.129	10.8	1.1
2003	10	29	21:04:25	47.425	-70.461	6.2	1.1
2004	1	17	13:28:07	47.659	-69.968	12.5	1.1
2004	1	1	21:27:03	47.407	-70.032	10.1	1.1
2016	11	27	23:30:24	47.464	-70.02	9.9	1.1
2004	4	13	20:58:33	47.479	-70.138	11.8	1.1
2003	5	21	4:12:05	47.573	-70.327	10.1	1.1
2004	9	15	8:06:51	47.831	-69.997	23.4	1.1
2004	9	29	21:05:13	47.485	-70.359	8	1.1
2016	12	25	17:43:47	47.607	-70.189	10.5	1.1
2016	7	20	8:43:09	47.557	-70.05	11.3	1.1
2016	7	24	14:10:36	47.255	-70.327	3.6	1.1
2004	8	5	5:17:45	47.483	-70.439	15.9	1.1
2000	12	15	11:12:16	47.469	-70.11	7.6	1.1
2004	4	30	20:42:19	47.529	-70.122	14.8	1.1
2016	8	4	8:21:43	47.424	-70.455	3.8	1.1
2016	7	30	5:22:28	47.442	-70.17	9.1	1.1
2013	11	4	7:14:09	47.454	-70.382	7.5	1.1
2004	7	24	10:28:54	47.61	-70.274	19.8	1.1
2006	2	3	12:35:32	47.517	-70.028	14.5	1.1
2007	3	11	16:12:28	47.506	-69.975	7.4	1.1
2011	4	4	10:19:20	47.546	-70.058	11.9	1.1
2007	5	12	12:25:42	47.603	-69.928	11.5	1.1
2017	4	15	11:42:36	47.413	-70.376	15.1	1.1
2007	5	14	1:15:07	47.594	-70.194	14.4	1.1
2017	11	9	0:46:04	47.594	-70.254	4.3	1.1
2012	9	14	6:06:26	47.449	-70.387	6.2	1.1
2012	10	26	19:50:13	47.502	-70.084	15.2	1.1
2001	4	3	7:54:55	47.465	-70.292	13.8	1.1
2014	1	22	4:14:31	47.457	-70.095	9.5	1.1
2012	9	14	10:04:36	47.449	-70.378	5	1.1
2007	4	15	12:50:32	47.368	-70.44	8.4	1.1
2007	7	7	0:41:32	47.815	-69.861	22.9	1.1
2007	12	8	10:53:20	47.673	-69.767	16	1.1
2007	12	10	0:25:15	47.462	-70.139	17.7	1.1
2014	1	26	8:27:19	47.73	-70.115	9.4	1.1
2012	7	21	6:10:48	47.785	-69.816	20.1	1.1
2008	1	22	10:10:18	47.492	-69.94	10.6	1.1
2014	1	26	8:15:31	47.572	-69.998	15.1	1.1
2007	11	4	22:04:43	47.352	-70.321	4.3	1.1
2007	9	3	22:17:15	47.494	-70.36	8.6	1.1
2001	4	15	12:06:05	47.331	-70.27	9.4	1.1
2007	9	9	13:43:26	47.418	-70.356	14.6	1.1
2007	10	9	19:15:36	47.579	-70.155	10.2	1.1
2007	10	2	10:06:15	47.383	-70.259	13.1	1.1
2007	4	21	7:36:55	47.507	-70.153	17.6	1.1
2006	10	2	0:48:54	47.42	-70.371	14.5	1.1
2006	10	27	10:50:47	47.565	-70.231	13.1	1.1
2001	3	18	20:19:47	47.364	-70.504	16.5	1.1
2006	9	21	8:29:10	47.532	-70.034	10.4	1.1
2002	8	24	6:19:17	47.423	-70.448	4	1.1
2001	3	12	13:44:06	47.416	-70.352	7.2	1.1
2006	7	24	22:41:52	47.534	-70.154	15.9	1.1
2006	10	17	3:59:39	47.389	-70.099	18.2	1.1
2001	3	19	13:04:34	47.632	-70.212	13.9	1.1
2013	12	17	22:47:58	47.685	-70.199	9.8	1.1
2007	1	1	4:31:02	47.638	-70.153	9.7	1.1
2012	12	24	15:53:10	47.651	-69.955	12.5	1.1
2007	2	23	12:41:57	47.505	-70.135	18.9	1.1
2012	11	18	17:04:55	47.304	-70.208	22.9	1.1
2013	12	30	16:07:26	47.498	-70.434	4.3	1.1
2001	7	19	1:16:13	47.533	-70.361	6	1
2014	7	2	3:21:20	47.535	-70.299	11.9	1
2012	8	21	23:22:35	47.491	-70.109	9.3	1
2013	5	18	14:05:07	47.478	-70.147	11.9	1
2011	6	17	10:01:50	47.453	-70.297	12.5	1
2012	8	24	2:29:15	47.288	-70.322	15.3	1
2011	5	22	4:31:49	47.407	-70.393	16	1
2014	4	23	9:10:20	47.403	-70.407	3	1
2001	6	8	7:10:31	47.518	-70.032	16.4	1
2013	12	14	14:47:18	47.521	-70.025	13.5	1
2013	7	26	3:01:33	47.478	-69.981	10.4	1
2012	8	4	4:08:08	47.294	-70.744	13.7	1
2012	12	24	16:58:47	47.619	-70.224	12.5	1
2012	8	9	14:50:15	47.583	-70.214	7.7	1
2014	3	28	7:53:01	47.681	-69.89	14.9	1
2012	8	26	4:47:52	47.658	-69.806	21.3	1
2000	12	26	19:55:01	47.492	-70.4	0	1
2017	10	11	0:52:51	47.426	-70.455	4.4	1
2001	5	27	1:54:11	47.467	-70.058	17.8	1
2011	9	27	2:12:35	47.539	-70.222	15.5	1
2012	9	15	19:25:24	47.426	-70.342	9	1
2013	3	31	7:06:45	47.524	-70.136	16.9	1
2001	1	6	15:55:25	47.436	-70.065	8.9	1
2017	10	20	2:53:43	47.518	-70.183	20.5	1
2001	4	9	10:37:54	47.531	-70.142	17.6	1
2001	7	10	6:37:32	47.59	-70.232	12.1	1
2012	7	8	0:13:31	47.385	-70.209	12.6	1
2013	12	3	23:06:30	47.547	-70.105	19.3	1
2011	8	20	17:58:17	47.486	-70.357	6.2	1
2012	8	27	4:55:47	47.446	-70.053	11.6	1
2013	4	28	7:09:25	47.787	-69.965	18.3	1
2012	9	3	15:41:21	47.31	-70.37	10.3	1
2001	2	4	8:09:46	47.529	-70.001	8.6	1
2009	2	1	1:47:44	47.505	-70.368	5.5	1
2014	7	21	9:18:48	47.59	-70.112	7.9	1
2006	4	24	17:58:38	47.57	-70.244	3.5	1
2006	4	27	17:03:11	47.68	-69.88	13.9	1
2016	3	16	10:36:53	47.395	-70.124	16.3	1
2006	7	12	16:29:08	47.527	-70.433	8.5	1
2006	6	29	6:54:00	47.464	-70.05	8.2	1
2006	3	27	1:43:14	47.594	-70.014	11.2	1
2006	2	16	5:07:50	47.656	-70.145	16.3	1
2005	10	2	5:14:55	47.62	-70.114	5	1
2005	11	4	5:26:05	47.518	-70.226	11.9	1
2005	12	28	20:07:33	47.408	-70.23	12.4	1
2006	1	9	11:31:47	47.525	-70.207	13.7	1
2006	7	22	6:53:31	47.449	-70.124	14.4	1
2006	9	17	8:27:17	47.46	-70.032	10.7	1
2007	3	5	3:30:12	47.548	-70.241	11.1	1
2007	3	12	1:09:32	47.531	-70.361	3.7	1
2007	3	29	0:07:51	47.539	-70.271	11.9	1
2007	4	1	4:06:25	47.49	-70.064	11.7	1
2002	7	8	0:43:09	47.693	-70.22	4.7	1
2006	12	20	6:49:43	47.564	-70.028	8.4	1
2006	12	13	23:12:47	47.461	-70.034	10.6	1
2006	10	5	9:33:56	47.5	-70.461	3.9	1
2016	2	8	11:31:23	47.39	-70.128	15.6	1
2016	2	5	22:31:35	47.441	-70.406	5.8	1
2016	1	23	1:12:02	47.392	-70.126	15.8	1
2005	9	25	19:27:41	47.712	-70.085	10.7	1
2005	9	4	20:52:14	47.441	-70.362	12.5	1
2004	1	26	16:35:02	47.644	-70.208	11.6	1
2004	2	5	12:57:48	47.666	-70.204	17.9	1
2004	2	8	21:43:53	47.335	-70.394	9.3	1
2004	2	23	1:40:36	47.423	-70.454	3.7	1
2016	8	28	19:02:45	47.702	-70.149	2.5	1
2003	8	13	2:06:25	47.858	-69.921	22.4	1
2004	1	8	17:26:33	47.687	-70.13	7	1
2003	11	21	2:00:02	47.609	-70.239	8.4	1
2003	12	2	9:54:51	47.556	-69.949	14.9	1
